Level_id,Agg_Level_1,Agg_Level_2,Dollar_Sales,weight
Level12,HOBBIES_1_078,CA_1,383.4,9.83E-05
Level12,HOBBIES_1_079,CA_1,189.12,4.85E-05
Level12,HOBBIES_1_080,CA_1,25.08,6.43E-06
Level12,HOBBIES_1_081,CA_1,323.84,8.30E-05
Level12,HOBBIES_1_082,CA_1,22.68,5.81E-06
Level12,HOBBIES_1_083,CA_1,286.56,7.35E-05
Level12,HOBBIES_1_084,CA_1,106.38,2.73E-05
Level12,HOBBIES_1_085,CA_1,603.52,0.00015471
Level12,HOBBIES_1_086,CA_1,209.5,5.37E-05
Level12,HOBBIES_1_087,CA_1,141.68,3.63E-05
Level12,HOBBIES_1_088,CA_1,64.25,1.65E-05
Level12,HOBBIES_1_089,CA_1,478.2,0.000122585
Level12,HOBBIES_1_090,CA_1,140.4,3.60E-05
Level12,HOBBIES_1_091,CA_1,24.5,6.28E-06
Level12,HOBBIES_1_092,CA_1,2.38,6.10E-07
Level12,HOBBIES_1_093,CA_1,219.56,5.63E-05
Level12,HOBBIES_1_094,CA_1,155.64,3.99E-05
Level12,HOBBIES_1_095,CA_1,38.4,9.84E-06
Level12,HOBBIES_1_097,CA_1,76.32,1.96E-05
Level12,HOBBIES_1_098,CA_1,279.6,7.17E-05
Level12,HOBBIES_1_099,CA_1,559.2,0.000143349
Level12,HOBBIES_1_100,CA_1,282,7.23E-05
Level12,HOBBIES_1_102,CA_1,34.86,8.94E-06
Level12,HOBBIES_1_103,CA_1,50.4,1.29E-05
Level12,HOBBIES_1_104,CA_1,95.92,2.46E-05
Level12,HOBBIES_1_105,CA_1,86.84,2.23E-05
Level12,HOBBIES_1_106,CA_1,20.56,5.27E-06
Level12,HOBBIES_1_107,CA_1,11.93,3.06E-06
Level12,HOBBIES_1_108,CA_1,337.48,8.65E-05
Level12,HOBBIES_1_109,CA_1,91.8,2.35E-05
Level12,HOBBIES_1_110,CA_1,25.69,6.59E-06
Level12,HOBBIES_1_111,CA_1,32.12,8.23E-06
Level12,HOBBIES_1_112,CA_1,10.88,2.79E-06
Level12,HOBBIES_1_113,CA_1,7.35,1.88E-06
Level12,HOBBIES_1_114,CA_1,29.85,7.65E-06
Level12,HOBBIES_1_115,CA_1,24.48,6.28E-06
Level12,HOBBIES_1_116,CA_1,116.46,2.99E-05
Level12,HOBBIES_1_117,CA_1,88.76,2.28E-05
Level12,HOBBIES_1_118,CA_1,33.36,8.55E-06
Level12,HOBBIES_1_119,CA_1,54.87,1.41E-05
Level12,HOBBIES_1_120,CA_1,241.56,6.19E-05
Level12,HOBBIES_1_121,CA_1,16.8,4.31E-06
Level12,HOBBIES_1_122,CA_1,99.12,2.54E-05
Level12,HOBBIES_1_123,CA_1,133.64,3.43E-05
Level12,HOBBIES_1_124,CA_1,173.42,4.45E-05
Level12,HOBBIES_1_125,CA_1,175.95,4.51E-05
Level12,HOBBIES_1_126,CA_1,383.2,9.82E-05
Level12,HOBBIES_1_127,CA_1,25.62,6.57E-06
Level12,HOBBIES_1_128,CA_1,69.37,1.78E-05
Level12,HOBBIES_1_129,CA_1,126.88,3.25E-05
Level12,HOBBIES_1_130,CA_1,68.25,1.75E-05
Level12,HOBBIES_1_131,CA_1,27.2,6.97E-06
Level12,HOBBIES_1_132,CA_1,199,5.10E-05
Level12,HOBBIES_1_133,CA_1,127.92,3.28E-05
Level12,HOBBIES_1_134,CA_1,452.79,0.000116071
Level12,HOBBIES_1_135,CA_1,183.42,4.70E-05
Level12,HOBBIES_1_136,CA_1,9.76,2.50E-06
Level12,HOBBIES_1_137,CA_1,235.55,6.04E-05
Level12,HOBBIES_1_138,CA_1,41.16,1.06E-05
Level12,HOBBIES_1_139,CA_1,90.42,2.32E-05
Level12,HOBBIES_1_140,CA_1,30.24,7.75E-06
Level12,HOBBIES_1_141,CA_1,824.82,0.000211439
Level12,HOBBIES_1_142,CA_1,30.08,7.71E-06
Level12,HOBBIES_1_143,CA_1,51.83,1.33E-05
Level12,HOBBIES_1_144,CA_1,406.08,0.000104097
Level12,HOBBIES_1_145,CA_1,49.92,1.28E-05
Level12,HOBBIES_1_146,CA_1,58.32,1.50E-05
Level12,HOBBIES_1_147,CA_1,2033.88,0.000521377
Level12,HOBBIES_1_148,CA_1,204.96,5.25E-05
Level12,HOBBIES_1_149,CA_1,17.16,4.40E-06
Level12,HOBBIES_1_150,CA_1,56.64,1.45E-05
Level12,HOBBIES_1_151,CA_1,76.58,1.96E-05
Level12,HOBBIES_1_152,CA_1,58.32,1.50E-05
Level12,HOBBIES_1_153,CA_1,312.62,8.01E-05
Level12,HOBBIES_1_154,CA_1,132.48,3.40E-05
Level12,HOBBIES_1_155,CA_1,1670.24,0.00042816
Level12,HOBBIES_1_156,CA_1,58.41,1.50E-05
Level12,HOBBIES_1_157,CA_1,360.96,9.25E-05
Level12,HOBBIES_1_158,CA_1,2114.16,0.000541957
Level12,HOBBIES_1_159,CA_1,178.2,4.57E-05
Level12,HOBBIES_1_160,CA_1,359.28,9.21E-05
Level12,HOBBIES_1_161,CA_1,16.8,4.31E-06
Level12,HOBBIES_1_162,CA_1,35.82,9.18E-06
Level12,HOBBIES_1_163,CA_1,94.2,2.41E-05
Level12,HOBBIES_1_164,CA_1,376.74,9.66E-05
Level12,HOBBIES_1_165,CA_1,24.85,6.37E-06
Level12,HOBBIES_1_166,CA_1,548.9,0.000140708
Level12,HOBBIES_1_167,CA_1,45.56,1.17E-05
Level12,HOBBIES_1_168,CA_1,33.81,8.67E-06
Level12,HOBBIES_1_169,CA_1,122.55,3.14E-05
Level12,HOBBIES_1_170,CA_1,71.88,1.84E-05
Level12,HOBBIES_1_171,CA_1,37.44,9.60E-06
Level12,HOBBIES_1_172,CA_1,65.56,1.68E-05
Level12,HOBBIES_1_173,CA_1,131.64,3.37E-05
Level12,HOBBIES_1_174,CA_1,9.76,2.50E-06
Level12,HOBBIES_1_175,CA_1,3.94,1.01E-06
Level12,HOBBIES_1_176,CA_1,95.04,2.44E-05
Level12,HOBBIES_1_177,CA_1,152.64,3.91E-05
Level12,HOBBIES_1_178,CA_1,79.2,2.03E-05
Level12,HOBBIES_1_179,CA_1,164.88,4.23E-05
Level12,HOBBIES_1_180,CA_1,219.78,5.63E-05
Level12,HOBBIES_1_181,CA_1,15.76,4.04E-06
Level12,HOBBIES_1_183,CA_1,75.76,1.94E-05
Level12,HOBBIES_1_184,CA_1,114.12,2.93E-05
Level12,HOBBIES_1_185,CA_1,45.36,1.16E-05
Level12,HOBBIES_1_186,CA_1,557.2,0.000142836
Level12,HOBBIES_1_187,CA_1,147,3.77E-05
Level12,HOBBIES_1_188,CA_1,90.16,2.31E-05
Level12,HOBBIES_1_189,CA_1,132.48,3.40E-05
Level12,HOBBIES_1_190,CA_1,29.91,7.67E-06
Level12,HOBBIES_1_191,CA_1,53.82,1.38E-05
Level12,HOBBIES_1_192,CA_1,14.16,3.63E-06
Level12,HOBBIES_1_193,CA_1,161.89,4.15E-05
Level12,HOBBIES_1_194,CA_1,141.12,3.62E-05
Level12,HOBBIES_1_195,CA_1,282,7.23E-05
Level12,HOBBIES_1_197,CA_1,141.24,3.62E-05
Level12,HOBBIES_1_198,CA_1,117.32,3.01E-05
Level12,HOBBIES_1_199,CA_1,47.76,1.22E-05
Level12,HOBBIES_1_200,CA_1,126.08,3.23E-05
Level12,HOBBIES_1_201,CA_1,119.6,3.07E-05
Level12,HOBBIES_1_202,CA_1,17.7,4.54E-06
Level12,HOBBIES_1_203,CA_1,246.62,6.32E-05
Level12,HOBBIES_1_204,CA_1,252.72,6.48E-05
Level12,HOBBIES_1_205,CA_1,17.64,4.52E-06
Level12,HOBBIES_1_206,CA_1,106.08,2.72E-05
Level12,HOBBIES_1_207,CA_1,19.46,4.99E-06
Level12,HOBBIES_1_208,CA_1,158.76,4.07E-05
Level12,HOBBIES_1_209,CA_1,103.6,2.66E-05
Level12,HOBBIES_1_210,CA_1,0,0
Level12,HOBBIES_1_211,CA_1,132.16,3.39E-05
Level12,HOBBIES_1_212,CA_1,7.47,1.91E-06
Level12,HOBBIES_1_213,CA_1,159.22,4.08E-05
Level12,HOBBIES_1_214,CA_1,29.64,7.60E-06
Level12,HOBBIES_1_215,CA_1,186.66,4.78E-05
Level12,HOBBIES_1_216,CA_1,35.4,9.07E-06
Level12,HOBBIES_1_217,CA_1,20.82,5.34E-06
Level12,HOBBIES_1_218,CA_1,84.64,2.17E-05
Level12,HOBBIES_1_219,CA_1,3.48,8.92E-07
Level12,HOBBIES_1_220,CA_1,35.04,8.98E-06
Level12,HOBBIES_1_221,CA_1,14.85,3.81E-06
Level12,HOBBIES_1_223,CA_1,28,7.18E-06
Level12,HOBBIES_1_224,CA_1,47.64,1.22E-05
Level12,HOBBIES_1_225,CA_1,299.6,7.68E-05
Level12,HOBBIES_1_226,CA_1,447.36,0.000114679
Level12,HOBBIES_1_227,CA_1,15.76,4.04E-06
Level12,HOBBIES_1_228,CA_1,199.23,5.11E-05
Level12,HOBBIES_1_229,CA_1,6.47,1.66E-06
Level12,HOBBIES_1_230,CA_1,13.44,3.45E-06
Level12,HOBBIES_1_231,CA_1,130.53,3.35E-05
Level12,HOBBIES_1_232,CA_1,26.88,6.89E-06
Level12,HOBBIES_1_233,CA_1,17.5,4.49E-06
Level12,HOBBIES_1_234,CA_1,34.2,8.77E-06
Level12,HOBBIES_1_235,CA_1,233.64,5.99E-05
Level12,HOBBIES_1_236,CA_1,130.68,3.35E-05
Level12,HOBBIES_1_237,CA_1,167.58,4.30E-05
Level12,HOBBIES_1_238,CA_1,71.28,1.83E-05
Level12,HOBBIES_1_239,CA_1,32.67,8.37E-06
Level12,HOBBIES_1_240,CA_1,80.64,2.07E-05
Level12,HOBBIES_1_241,CA_1,2293.1,0.000587827
Level12,HOBBIES_1_242,CA_1,72.28,1.85E-05
Level12,HOBBIES_1_243,CA_1,97.16,2.49E-05
Level12,HOBBIES_1_244,CA_1,98.4,2.52E-05
Level12,HOBBIES_1_245,CA_1,24.85,6.37E-06
Level12,HOBBIES_1_246,CA_1,142.74,3.66E-05
Level12,HOBBIES_1_247,CA_1,1097.2,0.000281263
Level12,HOBBIES_1_248,CA_1,31.96,8.19E-06
Level12,HOBBIES_1_249,CA_1,126.88,3.25E-05
Level12,HOBBIES_1_250,CA_1,34.16,8.76E-06
Level12,HOBBIES_1_251,CA_1,174.13,4.46E-05
Level12,HOBBIES_1_252,CA_1,21.76,5.58E-06
Level12,HOBBIES_1_253,CA_1,167.72,4.30E-05
Level12,HOBBIES_1_254,CA_1,114.1,2.92E-05
Level12,HOBBIES_1_255,CA_1,30.08,7.71E-06
Level12,HOBBIES_1_256,CA_1,110.4,2.83E-05
Level12,HOBBIES_1_257,CA_1,117.32,3.01E-05
Level12,HOBBIES_1_258,CA_1,376.96,9.66E-05
Level12,HOBBIES_1_259,CA_1,6.79,1.74E-06
Level12,HOBBIES_1_260,CA_1,99.52,2.55E-05
Level12,HOBBIES_1_261,CA_1,83.52,2.14E-05
Level12,HOBBIES_1_262,CA_1,215.52,5.52E-05
Level12,HOBBIES_1_263,CA_1,79.52,2.04E-05
Level12,HOBBIES_1_264,CA_1,40.23,1.03E-05
Level12,HOBBIES_1_265,CA_1,19.85,5.09E-06
Level12,HOBBIES_1_266,CA_1,92.34,2.37E-05
Level12,HOBBIES_1_267,CA_1,14.4,3.69E-06
Level12,HOBBIES_1_268,CA_1,108,2.77E-05
Level12,HOBBIES_1_269,CA_1,35.19,9.02E-06
Level12,HOBBIES_1_270,CA_1,63.44,1.63E-05
Level12,HOBBIES_1_271,CA_1,17.31,4.44E-06
Level12,HOBBIES_1_272,CA_1,42.2,1.08E-05
Level12,HOBBIES_1_273,CA_1,88.76,2.28E-05
Level12,HOBBIES_1_274,CA_1,79.04,2.03E-05
Level12,HOBBIES_1_275,CA_1,412.16,0.000105656
Level12,HOBBIES_1_276,CA_1,135.66,3.48E-05
Level12,HOBBIES_1_277,CA_1,42.48,1.09E-05
Level12,HOBBIES_1_278,CA_1,69.54,1.78E-05
Level12,HOBBIES_1_279,CA_1,109.62,2.81E-05
Level12,HOBBIES_1_280,CA_1,175.68,4.50E-05
Level12,HOBBIES_1_281,CA_1,97.52,2.50E-05
Level12,HOBBIES_1_282,CA_1,147.26,3.77E-05
Level12,HOBBIES_1_283,CA_1,153.72,3.94E-05
Level12,HOBBIES_1_284,CA_1,39.04,1.00E-05
Level12,HOBBIES_1_285,CA_1,10.88,2.79E-06
Level12,HOBBIES_1_286,CA_1,89.6,2.30E-05
Level12,HOBBIES_1_287,CA_1,97.92,2.51E-05
Level12,HOBBIES_1_288,CA_1,17.1,4.38E-06
Level12,HOBBIES_1_289,CA_1,14.91,3.82E-06
Level12,HOBBIES_1_290,CA_1,23.08,5.92E-06
Level12,HOBBIES_1_292,CA_1,65.8,1.69E-05
Level12,HOBBIES_1_293,CA_1,47.84,1.23E-05
Level12,HOBBIES_1_294,CA_1,11.64,2.98E-06
Level12,HOBBIES_1_295,CA_1,106.08,2.72E-05
Level12,HOBBIES_1_296,CA_1,147.6,3.78E-05
Level12,HOBBIES_1_297,CA_1,691.84,0.00017735
Level12,HOBBIES_1_298,CA_1,153.66,3.94E-05
Level12,HOBBIES_1_299,CA_1,19.05,4.88E-06
Level12,HOBBIES_1_300,CA_1,276.57,7.09E-05
Level12,HOBBIES_1_301,CA_1,224.64,5.76E-05
Level12,HOBBIES_1_302,CA_1,0,0
Level12,HOBBIES_1_303,CA_1,59.92,1.54E-05
Level12,HOBBIES_1_304,CA_1,23.88,6.12E-06
Level12,HOBBIES_1_305,CA_1,31.57,8.09E-06
Level12,HOBBIES_1_306,CA_1,209.7,5.38E-05
Level12,HOBBIES_1_307,CA_1,23.82,6.11E-06
Level12,HOBBIES_1_308,CA_1,169.66,4.35E-05
Level12,HOBBIES_1_309,CA_1,107.52,2.76E-05
Level12,HOBBIES_1_310,CA_1,74.36,1.91E-05
Level12,HOBBIES_1_311,CA_1,161.82,4.15E-05
Level12,HOBBIES_1_312,CA_1,44.46,1.14E-05
Level12,HOBBIES_1_313,CA_1,71.34,1.83E-05
Level12,HOBBIES_1_314,CA_1,15.88,4.07E-06
Level12,HOBBIES_1_315,CA_1,24.85,6.37E-06
Level12,HOBBIES_1_316,CA_1,13.16,3.37E-06
Level12,HOBBIES_1_317,CA_1,135.66,3.48E-05
Level12,HOBBIES_1_318,CA_1,71.28,1.83E-05
Level12,HOBBIES_1_319,CA_1,73.92,1.89E-05
Level12,HOBBIES_1_320,CA_1,138.88,3.56E-05
Level12,HOBBIES_1_321,CA_1,53.44,1.37E-05
Level12,HOBBIES_1_322,CA_1,23.82,6.11E-06
Level12,HOBBIES_1_323,CA_1,209.6,5.37E-05
Level12,HOBBIES_1_324,CA_1,618.24,0.000158483
Level12,HOBBIES_1_325,CA_1,25.76,6.60E-06
Level12,HOBBIES_1_326,CA_1,43.34,1.11E-05
Level12,HOBBIES_1_327,CA_1,157.6,4.04E-05
Level12,HOBBIES_1_328,CA_1,114.24,2.93E-05
Level12,HOBBIES_1_329,CA_1,226.29,5.80E-05
Level12,HOBBIES_1_330,CA_1,133.96,3.43E-05
Level12,HOBBIES_1_331,CA_1,6.58,1.69E-06
Level12,HOBBIES_1_332,CA_1,149.72,3.84E-05
Level12,HOBBIES_1_333,CA_1,29.82,7.64E-06
Level12,HOBBIES_1_334,CA_1,119.6,3.07E-05
Level12,HOBBIES_1_335,CA_1,215.28,5.52E-05
Level12,HOBBIES_1_336,CA_1,0,0
Level12,HOBBIES_1_337,CA_1,271.58,6.96E-05
Level12,HOBBIES_1_338,CA_1,233.48,5.99E-05
Level12,HOBBIES_1_339,CA_1,654.36,0.000167743
Level12,HOBBIES_1_340,CA_1,53.84,1.38E-05
Level12,HOBBIES_1_341,CA_1,78.72,2.02E-05
Level12,HOBBIES_1_342,CA_1,359.28,9.21E-05
Level12,HOBBIES_1_343,CA_1,122.36,3.14E-05
Level12,HOBBIES_1_344,CA_1,235.6,6.04E-05
Level12,HOBBIES_1_345,CA_1,149.72,3.84E-05
Level12,HOBBIES_1_346,CA_1,71.46,1.83E-05
Level12,HOBBIES_1_347,CA_1,0,0
Level12,HOBBIES_1_348,CA_1,125.76,3.22E-05
Level12,HOBBIES_1_349,CA_1,249.5,6.40E-05
Level12,HOBBIES_1_350,CA_1,8.94,2.29E-06
Level12,HOBBIES_1_351,CA_1,63.36,1.62E-05
Level12,HOBBIES_1_352,CA_1,84.94,2.18E-05
Level12,HOBBIES_1_353,CA_1,166.32,4.26E-05
Level12,HOBBIES_1_354,CA_1,4228.32,0.001083913
Level12,HOBBIES_1_355,CA_1,102.44,2.63E-05
Level12,HOBBIES_1_356,CA_1,195.84,5.02E-05
Level12,HOBBIES_1_357,CA_1,376.48,9.65E-05
Level12,HOBBIES_1_358,CA_1,49.32,1.26E-05
Level12,HOBBIES_1_359,CA_1,4.41,1.13E-06
Level12,HOBBIES_1_360,CA_1,44.82,1.15E-05
Level12,HOBBIES_1_361,CA_1,269.64,6.91E-05
Level12,HOBBIES_1_362,CA_1,75.68,1.94E-05
Level12,HOBBIES_1_363,CA_1,28.8,7.38E-06
Level12,HOBBIES_1_364,CA_1,281.16,7.21E-05
Level12,HOBBIES_1_365,CA_1,11.91,3.05E-06
Level12,HOBBIES_1_366,CA_1,31.76,8.14E-06
Level12,HOBBIES_1_367,CA_1,427.38,0.000109557
Level12,HOBBIES_1_368,CA_1,12.66,3.25E-06
Level12,HOBBIES_1_369,CA_1,183.6,4.71E-05
Level12,HOBBIES_1_370,CA_1,53.28,1.37E-05
Level12,HOBBIES_1_371,CA_1,142.08,3.64E-05
Level12,HOBBIES_1_372,CA_1,133.6,3.42E-05
Level12,HOBBIES_1_373,CA_1,500.48,0.000128296
Level12,HOBBIES_1_374,CA_1,699.2,0.000179237
Level12,HOBBIES_1_375,CA_1,49.4,1.27E-05
Level12,HOBBIES_1_376,CA_1,252.9,6.48E-05
Level12,HOBBIES_1_377,CA_1,89.82,2.30E-05
Level12,HOBBIES_1_378,CA_1,265.68,6.81E-05
Level12,HOBBIES_1_379,CA_1,56,1.44E-05
Level12,HOBBIES_1_380,CA_1,42.48,1.09E-05
Level12,HOBBIES_1_381,CA_1,58.8,1.51E-05
Level12,HOBBIES_1_382,CA_1,41.37,1.06E-05
Level12,HOBBIES_1_383,CA_1,59.6,1.53E-05
Level12,HOBBIES_1_384,CA_1,359.28,9.21E-05
Level12,HOBBIES_1_385,CA_1,59.82,1.53E-05
Level12,HOBBIES_1_386,CA_1,76.18,1.95E-05
Level12,HOBBIES_1_387,CA_1,284.04,7.28E-05
Level12,HOBBIES_1_388,CA_1,92.16,2.36E-05
Level12,HOBBIES_1_389,CA_1,83.79,2.15E-05
Level12,HOBBIES_1_390,CA_1,58.65,1.50E-05
Level12,HOBBIES_1_391,CA_1,46.56,1.19E-05
Level12,HOBBIES_1_392,CA_1,428.34,0.000109803
Level12,HOBBIES_1_393,CA_1,144.8,3.71E-05
Level12,HOBBIES_1_394,CA_1,480.68,0.00012322
Level12,HOBBIES_1_395,CA_1,44.88,1.15E-05
Level12,HOBBIES_1_396,CA_1,0,0
Level12,HOBBIES_1_397,CA_1,175.12,4.49E-05
Level12,HOBBIES_1_398,CA_1,33.63,8.62E-06
Level12,HOBBIES_1_399,CA_1,27.58,7.07E-06
Level12,HOBBIES_1_400,CA_1,11.4,2.92E-06
Level12,HOBBIES_1_401,CA_1,23.64,6.06E-06
Level12,HOBBIES_1_402,CA_1,69.58,1.78E-05
Level12,HOBBIES_1_403,CA_1,238.14,6.10E-05
Level12,HOBBIES_1_404,CA_1,72.48,1.86E-05
Level12,HOBBIES_1_405,CA_1,76.08,1.95E-05
Level12,HOBBIES_1_406,CA_1,23.28,5.97E-06
Level12,HOBBIES_1_407,CA_1,126.72,3.25E-05
Level12,HOBBIES_1_408,CA_1,21,5.38E-06
Level12,HOBBIES_1_409,CA_1,167.04,4.28E-05
Level12,HOBBIES_1_410,CA_1,608.16,0.000155899
Level12,HOBBIES_1_411,CA_1,20.1,5.15E-06
Level12,HOBBIES_1_412,CA_1,43.56,1.12E-05
Level12,HOBBIES_1_413,CA_1,82.62,2.12E-05
Level12,HOBBIES_1_414,CA_1,86.64,2.22E-05
Level12,HOBBIES_1_415,CA_1,207.08,5.31E-05
Level12,HOBBIES_1_416,CA_1,203.77,5.22E-05
Level12,HOBBIES_1_417,CA_1,0,0
Level12,HOBBIES_1_418,CA_1,103.48,2.65E-05
Level12,HOBBIES_1_419,CA_1,35.88,9.20E-06
Level12,HOBBIES_1_420,CA_1,143.5,3.68E-05
Level12,HOBBIES_1_421,CA_1,175.98,4.51E-05
Level12,HOBBIES_1_422,CA_1,7.24,1.86E-06
Level12,HOBBIES_1_423,CA_1,365.66,9.37E-05
Level12,HOBBIES_1_424,CA_1,70.8,1.81E-05
Level12,HOBBIES_2_001,CA_1,21.88,5.61E-06
Level12,HOBBIES_2_002,CA_1,5.88,1.51E-06
Level12,HOBBIES_2_003,CA_1,25.61,6.57E-06
Level12,HOBBIES_2_004,CA_1,34.58,8.86E-06
Level12,HOBBIES_2_005,CA_1,17.88,4.58E-06
Level12,HOBBIES_2_006,CA_1,39.7,1.02E-05
Level12,HOBBIES_2_007,CA_1,11.64,2.98E-06
Level12,HOBBIES_2_008,CA_1,23.28,5.97E-06
Level12,HOBBIES_2_009,CA_1,71.64,1.84E-05
Level12,HOBBIES_2_010,CA_1,0.97,2.49E-07
Level12,HOBBIES_2_011,CA_1,17.46,4.48E-06
Level12,HOBBIES_2_012,CA_1,0,0
Level12,HOBBIES_2_013,CA_1,27.88,7.15E-06
Level12,HOBBIES_2_014,CA_1,3.88,9.95E-07
Level12,HOBBIES_2_015,CA_1,17.29,4.43E-06
Level12,HOBBIES_2_016,CA_1,14.91,3.82E-06
Level12,HOBBIES_2_017,CA_1,5,1.28E-06
Level12,HOBBIES_2_018,CA_1,37.07,9.50E-06
Level12,HOBBIES_2_019,CA_1,10.11,2.59E-06
Level12,HOBBIES_2_020,CA_1,15.52,3.98E-06
Level12,HOBBIES_2_021,CA_1,0,0
Level12,HOBBIES_2_022,CA_1,104.37,2.68E-05
Level12,HOBBIES_2_023,CA_1,3.88,9.95E-07
Level12,HOBBIES_2_024,CA_1,76.32,1.96E-05
Level12,HOBBIES_2_025,CA_1,3.5,8.97E-07
Level12,HOBBIES_2_026,CA_1,3.22,8.25E-07
Level12,HOBBIES_2_027,CA_1,13.79,3.54E-06
Level12,HOBBIES_2_028,CA_1,20.24,5.19E-06
Level12,HOBBIES_2_029,CA_1,31.68,8.12E-06
Level12,HOBBIES_2_030,CA_1,3.88,9.95E-07
Level12,HOBBIES_2_031,CA_1,41.82,1.07E-05
Level12,HOBBIES_2_032,CA_1,33.95,8.70E-06
Level12,HOBBIES_2_033,CA_1,66.24,1.70E-05
Level12,HOBBIES_2_034,CA_1,22.5,5.77E-06
Level12,HOBBIES_2_035,CA_1,8.94,2.29E-06
Level12,HOBBIES_2_036,CA_1,21.75,5.58E-06
